company_id,type,rule_id,text,confidence_pct
INDIGO,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
INDUSINDBK,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.0
INDUSINDBK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.3
INDUSINDBK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.1
INDUSINDBK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.8
INDUSINDBK,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INDUSINDBK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
INDUSINDBK,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
INDUSINDBK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.6
INDUSINDBK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
INFY,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.6
INFY,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INFY,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
INFY,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
INFY,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
IOC,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.2
IOC,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.8
IOC,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
IOC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
IOC,con,con_fallback,Debt-to-equity ratio of 0.72 is a factor worth monitoring given the company's capital structure,61.0
IRCTC,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.1
IRCTC,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.9
IRCTC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.2
IRCTC,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.8
IRCTC,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
IRCTC,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.9
IRCTC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
IRCTC,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRCTC,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
IRFC,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.1
IRFC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
IRFC,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.9
IRFC,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,72.3
IRFC,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
IRFC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
IRFC,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRFC,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,63.6
IRFC,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.8
IRFC,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
ITC,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70.4
ITC,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ITC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
ITC,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ITC,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
ITC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
ITC,con,con_fallback,Debt-to-equity ratio of 0.00 is a factor worth monitoring given the company's capital structure,61.0
JINDALSTEL,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81.6
JINDALSTEL,pro,pro_fallback,Return on equity of 13.4% reflects the company's current capital efficiency level,61.0
JIOFIN,pro,pro_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
JIOFIN,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
JIOFIN,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,76.4
JIOFIN,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.7
JSWENERGY,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.2
JSWENERGY,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.5
JSWENERGY,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
JSWENERGY,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
JSWENERGY,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
JSWENERGY,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
JSWENERGY,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.5
JSWENERGY,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,75.0
JSWENERGY,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,61.9
JSWSTEEL,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.2
JSWSTEEL,con,con_fallback,Debt-to-equity ratio of 1.13 is a factor worth monitoring given the company's capital structure,61.0
KOTAKBANK,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
KOTAKBANK,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.6
KOTAKBANK,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.7
KOTAKBANK,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
KOTAKBANK,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
KOTAKBANK,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,65.3
KOTAKBANK,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.7
KOTAKBANK,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
LICI,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
LICI,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LICI,pro,pro_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
LICI,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
LICI,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LICI,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,86.6
LICI,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
LICI,con,con_fallback,Debt-to-equity ratio of 0.00 is a factor worth monitoring given the company's capital structure,61.0
LODHA,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.0
LODHA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
LODHA,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.7
LODHA,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.0
LT,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
LT,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
LT,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
LT,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
LTIM,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68.6
LTIM,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LTIM,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90.0
LTIM,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.2
LTIM,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LTIM,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
LTIM,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
LTIM,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
M&M,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.4
M&M,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
M&M,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,66.7
MARUTI,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MARUTI,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
MARUTI,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MARUTI,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
MARUTI,con,con_fallback,Debt-to-equity ratio of 0.00 is a factor worth monitoring given the company's capital structure,61.0
MOTHERSON,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MOTHERSON,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,62.7
MOTHERSON,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MOTHERSON,con,con_fallback,Debt-to-equity ratio of 0.76 is a factor worth monitoring given the company's capital structure,61.0
NAUKRI,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.2
NAUKRI,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
NAUKRI,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NAUKRI,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
NAUKRI,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.0
NESTLEIND,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
NESTLEIND,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NESTLEIND,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NESTLEIND,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,87.8
NESTLEIND,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.9
NESTLEIND,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
NESTLEIND,con,con_fallback,Debt-to-equity ratio of 0.10 is a factor worth monitoring given the company's capital structure,61.0
NHPC,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NHPC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,89.9
NHPC,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,63.7
NHPC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
NHPC,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
NHPC,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.7
NHPC,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,84.3
NHPC,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81.6
NTPC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.6
NTPC,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.4
NTPC,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,65.0
ONGC,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ONGC,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,64.1
ONGC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
ONGC,con,con_fallback,Debt-to-equity ratio of 0.45 is a factor worth monitoring given the company's capital structure,61.0
PFC,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68.8
PFC,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.0
PFC,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
PFC,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,78.4
PFC,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.6
PFC,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
PIDILITIND,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
PIDILITIND,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
PIDILITIND,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
PIDILITIND,con,con_fallback,Debt-to-equity ratio of 0.05 is a factor worth monitoring given the company's capital structure,61.0
PNB,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
PNB,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.3
PNB,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.3
PNB,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
PNB,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
PNB,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,62.0
POWERGRID,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
POWERGRID,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
POWERGRID,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,76.4
POWERGRID,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
POWERGRID,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
POWERGRID,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,72.3
RECLTD,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
RECLTD,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
RECLTD,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
RECLTD,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
RECLTD,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.1
RECLTD,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
RELIANCE,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,90.0
RELIANCE,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
RELIANCE,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
RELIANCE,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.3
SBILIFE,pro,pro_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.5
SBILIFE,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBILIFE,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.6
SBIN,pro,pro_fallback,Return on equity of 17.3% reflects the company's current capital efficiency level,61.0
SBIN,con,con_fallback,Return on capital employed of 6.2% is a metric worth tracking over time,61.0
SHREECEM,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89.5
SHREECEM,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,78.0
SHREECEM,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
SHREECEM,con,con_fallback,Debt-to-equity ratio of 0.08 is a factor worth monitoring given the company's capital structure,61.0
SHRIRAMFIN,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.1
SHRIRAMFIN,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.7
SHRIRAMFIN,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.2
SHRIRAMFIN,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SHRIRAMFIN,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
SHRIRAMFIN,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
SHRIRAMFIN,con,con_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,76.5
SHRIRAMFIN,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.8
SHRIRAMFIN,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.0
SIEMENS,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SIEMENS,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,85.4
SIEMENS,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
SIEMENS,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SIEMENS,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
SIEMENS,con,con_fallback,Debt-to-equity ratio of 0.02 is a factor worth monitoring given the company's capital structure,61.0
SUNPHARMA,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.2
SUNPHARMA,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.8
SUNPHARMA,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SUNPHARMA,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,88.2
SUNPHARMA,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88.9
SUNPHARMA,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
SUNPHARMA,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
SUNPHARMA,con,con_fallback,Debt-to-equity ratio of 0.05 is a factor worth monitoring given the company's capital structure,61.0
TATACONSUM,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TATACONSUM,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.9
TATACONSUM,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.4
TATACONSUM,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
TATACONSUM,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
TATACONSUM,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATACONSUM,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
TATACONSUM,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.7
TATAMOTORS,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,84.8
TATAMOTORS,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TATAMOTORS,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATAMOTORS,con,con_fallback,Debt-to-equity ratio of 1.26 is a factor worth monitoring given the company's capital structure,61.0
TATAPOWER,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.0
TATAPOWER,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.8
TATAPOWER,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,67.0
TATASTEEL,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TATASTEEL,con,con_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.0
TATASTEEL,con,con_4,Company reported a net loss in the most recent financial year,90.0
TATASTEEL,con,con_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,90.0
TATASTEEL,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
TATASTEEL,con,con_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90.0
TATASTEEL,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.3
TCS,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0
TCS,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TCS,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.0
TCS,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
TCS,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TCS,con,con_fallback,Debt-to-equity ratio of 0.09 is a factor worth monitoring given the company's capital structure,61.0
TECHM,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TECHM,pro,pro_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.6
TECHM,con,con_7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",75.0
TECHM,con,con_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.4
TITAN,pro,pro_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74.2
TITAN,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.8
TITAN,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.4
TITAN,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,76.5
TITAN,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.0
TITAN,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TITAN,con,con_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
TORNTPHARM,pro,pro_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TORNTPHARM,pro,pro_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.7
TORNTPHARM,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.9
TORNTPHARM,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
TORNTPHARM,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TORNTPHARM,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
TORNTPHARM,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TORNTPHARM,con,con_fallback,Debt-to-equity ratio of 0.59 is a factor worth monitoring given the company's capital structure,61.0
TRENT,pro,pro_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90.0
TRENT,pro,pro_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90.0
TRENT,pro,pro_8,Consistent dividend yield above 2% backed by positive free cash flow,81.9
TRENT,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.0
TRENT,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TRENT,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
TRENT,con,con_fallback,Debt-to-equity ratio of 0.43 is a factor worth monitoring given the company's capital structure,61.0
TVSMOTOR,pro,pro_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.3
TVSMOTOR,pro,pro_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
TVSMOTOR,pro,pro_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90.0
TVSMOTOR,pro,pro_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TVSMOTOR,con,con_1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,87.5
TVSMOTOR,con,con_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
TVSMOTOR,con,con_11,Gross debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70.2
